product_id,name,price,original_price,discount,brand,category,availability,description,,,,,,,,,,
6515,Hero Citrus Honey - 650g,152.99  LE,195.99 LE,21.9%,Hero,Hero,in stock,"The Hero Citrus Honey is made from the best natural ingredients, without the use of any artificial fillings, preservatives or additives. It ensures fine quality and purity of the honey for a healthy lifestyle full of energy. You can use it to sweeten your dressing or spread the honey on the toast or pancakes to enjoy a delicious meal. It lets you enjoy the great flavor at home, at work or during any time of the day with its light taste.",,,,,,,,,,
6556,Holw El Sham Om Ali With Nuts 155g,39.99  LE,52.99 LE,24.5%,Holw Elsham,Holw Elsham,in stock,Holw El Sham Om Ali With Nuts 155g,,,,,,,,,,
6565,Al Doha Fine Flour - 1Kg,29.99  LE,37.5 LE,20%,Al Doha,Al Doha,in stock,"Reinvent your baked creations with the Al Doha Fine Flour. It is finely textured to lend a smooth quality to the confectionaries. This flour gives a subtle crispy feel when used as a breading for meat, fish and vegetables. It acts as a perfect base for delicate baking delicacies, including cupcakes and muffins.",,,,,,,,,,
6580,Holw El Sham Basbousa With Hazelnut 400g,49.99  LE,64.99 LE,23.1%,Holw Elsham,Holw Elsham,in stock,Get the best of taste and nutrition with the Holw El Sham Basbousa with Hazelnut. It is rich in flavor and is sure to satisfy your taste buds. The basbousa is rich in nutrients and proteins to enhance your fitness. It is ideal to consume with tea or coffee.,,,,,,,,,,
6608,Holw El Sham Basbousa With Cream 400g,49.99  LE,64.99 LE,23.1%,Holw Elsham,Holw Elsham,in stock,Enjoy a sweet treat with the Holw El Sham Basbousa with Cream. It is rich in flavor and is sure to satisfy your taste buds. The basbousa is rich in nutrients and proteins to enhance your fitness. It is ideal to consume with tea or coffee.,,,,,,,,,,
7005,Demitta Cling Film - (20M*30cm),39.95  LE,49.95 LE,20%,Demita,Demita,in stock,Demitta Cling Film - (20M*30cm),,,,,,,,,,
7020,Demitta Aluminum Foil - 20M x 40Cm,149.95  LE,169.95 LE,11.8%,Demita,Demita,in stock,"Keep your food fresh for a long time with the Demitta Aluminum Foil. This foil is exceptionally lightweight, flexible, and can also be recycled very easily. Furthermore, it is hygienic, non-toxic, and helps keep the aroma of your preparations intact for a long time. It also offers protection from light, oils and grease, and microorganisms.",,,,,,,,,,
8083,El Rashidi Plain Halawa - 230 g,54.99  LE,62 LE,11.3%,El Rashid El-Mizan,El Rashid El-Mizan,in stock,"The El Rashidi El Mizan Plain Halawa Spread is the perfect accompaniment for bread, biscuits, or cookies for enhanced taste. The confectionery is ideal for consuming directly or useful as a spread. It packs an excellent taste and makes for a great addition to your breakfast table. 
",,,,,,,,,,
8087,El Bawadi Tahina - 480 g,96.99  LE,142.75 LE,32.1%,al-bawadi,al-bawadi,in stock,"Prepare finger-licking meals like hummus, baba ghanoush, halva, and more with the El Bawadi Tahina. It packs an excellent taste and makes a great addition to your everyday meal. It is carefully made from the toasted ground hulled sesame, making it safe and reliable to use. ",,,,,,,,,,
8096,El Rashidi Plain Halawa - 510g,89.99  LE,118.75 LE,24.2%,El Rashid El-Mizan,El Rashid El-Mizan,in stock,"The El Rashidi El Mizan Plain Halawa Spread is the perfect accompaniment for bread, biscuits, or cookies for enhanced taste. The confectionery is ideal for consuming directly or useful as a spread. It packs an excellent taste and makes for a great addition to your breakfast table. 
",,,,,,,,,,
8100,Ferrero Nutella Hazelnut With Coca 350g,213.75  LE,273 LE,21.7%,Ferrero,Ferrero,in stock,"Make your breakfast tastier and more enjoyable for your kids with the Ferrero Nutella Chocolate Spread. It is enriched with cocoa, butter, milk, and sugar to give it a rich taste. You can spread it on a bread slice or a toast to enjoy a sweet treat. It will delight your kids as they keep asking for more. You can also prepare a wide range of desserts for your whole family.",,,,,,,,,,
8157,El Rashidi Halawa Spread - 300g,58.99  LE,71 LE,16.9%,El Rashid El-Mizan,El Rashid El-Mizan,in stock,Treat yourself with the delightfully sweet El Rashidi El Mizan Halawa Spread. The confectionery is ideal for consuming directly or be used a spread. It packs an excellent taste and makes for a great addition to your breakfast table. ,,,,,,,,,,
8162,El Rashidi Spread Halawa Chocolate- 300g,62.99  LE,75.5 LE,16.6%,El Rashid El-Mizan,El Rashid El-Mizan,in stock,Treat yourself with the delightfully sweet El Rashidi El Mizan Chocolate Halawa Spread. The confectionery is ideal for consuming directly or be used a spread. It packs an excellent taste and makes for a great addition to your breakfast table. ,,,,,,,,,,
9011,Imtenan Coconut Oil - 250Ml,254.99  LE,298.99 LE,14.7%,Imtenan,Imtenan,in stock,"Keep your entire family safe and healthy with the Imtenan Coconut Oil. The oil is an excellent source of fatty acids, antioxidants, vitamin E, and contains zero cholesterol. It is suitable for all kinds of cuisines and also for salad dressing and flavoring. This oil also helps keep the heart healthy and warm on festivities. It is ideally suited for cooking, frying, and baking all delectable and cuisines.",,,,,,,,,,
9495,Al Doha Egyptian White Beans - 500g,84.99  LE,98.99 LE,14.1%,Al Doha,Al Doha,in stock,"Let seasonal availability not stop you from cooking your favorite delicacies with the Al Doha Egyptian White Beans. With premium-quality preservation of carefully selected white beans, you get high-quality ingredients whenever you need them. Its preserved form is easy to store and does not require a lot of monitoring.",,,,,,,,,,
9497,Al Doha Yellow Lentil - 500g,57.99  LE,66.75 LE,13.1%,Al Doha,Al Doha,in stock,"Let seasonal availability not stop you from cooking your favorite delicacies with the Al Doha Egyptian Yellow Lentil. With premium-quality preservation of carefully selected yellow lentil, you get high-quality ingredients whenever you need them. Its preserved form is easy to store and does not require a lot of monitoring.",,,,,,,,,,
10558,Halwani Bros Oriental Sausages - 300g,149.99  LE,164.99 LE,9.1%,Halwani,Halwani,in stock,"Prepare delicious and juicy burgers, pizzas, and sandwiches with the Halwani Bros Oriental Sausages. This ready-to-eat sausage is filled with rich nutritive values that promote healthy growth. You can enjoy this snack with the choice of your sauce.",,,,,,,,,,
10559,Halwani Bros Beef Burger - 8Pc,159.99  LE,188.99 LE,15.3%,Halwani,Halwani,in stock,The Halwani Bros Beef Burger curbs your food cravings with its delicious flavors. It features an excellent mix of rich spices and ingredients that offers a great taste. You can serve this delicacy to your guests on occasions like a family reunion and get together. ,,,,,,,,,,
10562,Halwani Bros Minced Meat - 350g,179.99  LE,194.99 LE,7.7%,Halwani,Halwani,in stock,Prepare a plate full of varieties with the Halwani Bros Minced Meat. It is filled with rich protein and nutrients that promote healthy growth. The ready-to-add minced meat cuts down the preparation time.,,,,,,,,,,
10572,Halwani Bros Beef Hot Dog - 900g,239.99  LE,264 LE,9.1%,Halwani,Halwani,in stock,The Halwani Bros Beef Hot Dog curbs your food cravings with its delicious flavors. It features an excellent mix of rich spices and ingredients that offers a great taste. You can serve this delicacy to your guests on occasions like a family reunion and get together.,,,,,,,,,,
10581,Atyab Beef Burger - 400g 8Pc,159.99  LE,184.99 LE,13.5%,atyab,atyab,in stock,Curb your hunger pangs with the Atyab Beef Burger. It features an excellent mix of rich spices and ingredients that offers a great taste. You can serve this delicacy to your guests on occasions like a family reunion and get together. ,,,,,,,,,,
10583,Atyab Jumbo Beef Burger- 1.5Kg 15Pc,444.99  LE,494 LE,9.9%,atyab,atyab,in stock,Curb your hunger pangs with the Atyab Jumbo Beef Burger. It features an excellent mix of rich spices and ingredients that offers a great taste. You can serve this delicacy to your guests on occasions like a family reunion and get together.,,,,,,,,,,
10584,Atyab Beef Hot Dog -1Kg 12Pc,274.99  LE,299.99 LE,8.3%,atyab,atyab,in stock,Curb your hunger pangs with the Atyab Beef Hot Dog. It features an excellent mix of rich spices and ingredients that offers a great taste. You can serve this delicacy to your guests on occasions like a family reunion and get together.,,,,,,,,,,
10585,Atyab Beef Hot Dog - 1Kg 25Pc,274.99  LE,299.99 LE,8.3%,atyab,atyab,in stock,Curb your hunger pangs with the Atyab Beef Hot Dog. It features an excellent mix of rich spices and ingredients that offers a great taste. You can serve this delicacy to your guests on occasions like a family reunion and get together.,,,,,,,,,,
10586,Atyab Beef Burger- 1Kg 20Pc,279.99  LE,324 LE,13.6%,atyab,atyab,in stock,Curb your hunger pangs with the Atyab Beef Burger. It features an excellent mix of rich spices and ingredients that offers a great taste. You can serve this delicacy to your guests on occasions like a family reunion and get together.,,,,,,,,,,
10588,Atyab Oriental Sausages - 350g,139.99  LE,164.99 LE,15.2%,atyab,atyab,in stock,"Prepare delicious and juicy burgers, pizzas, and sandwiches with the Atyab Oriental Sausages. This ready-to-eat sausage is filled with rich nutritive values that promote healthy growth. You can enjoy this snack with the choice of your sauce.",,,,,,,,,,
10589,Atyab Beef Kofta - 350g,124.99  LE,139.99 LE,10.7%,atyab,atyab,in stock,The Atyab Beef Kofta makes your mealtime more delicious. It features an excellent mix of rich spices and ingredients that offers a great taste. You can serve this delicacy to your guests on occasions like a family reunion and get together. ,,,,,,,,,,
10591,Atyab Oriental Sausages - 900g,279.99  LE,307.99 LE,9.1%,atyab,atyab,in stock,"Prepare delicious and juicy burgers, pizzas, and sandwiches with the Atyab Oriental Sausages. This ready-to-eat sausage is filled with rich nutritive values that promote healthy growth. You can enjoy this snack with the choice of your sauce.",,,,,,,,,,
10592,Atyab Beef Kofta - 900g,279.99  LE,299.99 LE,6.7%,atyab,atyab,in stock,The Atyab Beef Kofta makes your mealtime more delicious. It features an excellent mix of rich spices and ingredients that offers a great taste. You can serve this delicacy to your guests on occasions like a family reunion and get together. ,,,,,,,,,,
10595,Atyab Minced Meat - 300g,169.99  LE,196.99 LE,13.7%,atyab,atyab,in stock,Prepare gourmet quality dishes with the Atyab Minced Meat. It is filled with rich protein and nutrients that promote healthy growth. The ready-to-add minced meat cuts down the preparation time helps you to prepare a wide variety of dishes.,,,,,,,,,,
10598,Halawni Bros Beef Burger - 1Kg,289.99  LE,328.99 LE,11.9%,Halwani,Halwani,in stock,The Halwani Bros Beef Burger curbs your food cravings with its delicious flavors. It features an excellent mix of rich spices and ingredients that offers a great taste. You can serve this delicacy to your guests on occasions like a family reunion and get together. ,,,,,,,,,,
10599,Halwani Steak Burger - 150g 4 Pc,284.99  LE,339.99 LE,16.2%,Halwani,Halwani,in stock,The Halwani Bros Steak Burger curbs your food cravings with its delicious flavors. It features an excellent mix of rich spices and ingredients that offers a great taste. You can serve this delicacy to your guests on occasions like a family reunion and get together. ,,,,,,,,,,
10605,Koki Beef Burger -1Kg,214.99  LE,279.99 LE,23.2%,Americana,Americana,in stock,Koki Beef Burger -1Kg,,,,,,,,,,
10884,Tiba Plastic Plate-10PC,59.95  LE,117.95 LE,49.2%,Tiba,Tiba,in stock,Tiba Plastic Plate-10PC,,,,,,,,,,
10986,Fine Touch2Ply Kitchen Towel Roll5+1Free,62.95  LE,72.95 LE,13.7%,Fine,Fine,in stock,"Keep your work station clean and dry with the Fine 2Ply Touch Kitchen Towels. They are made of high-quality food-grade paper that is gentle and exceptionally absorbent. The smooth texture and two-ply design of these towels make it last for a long time, allowing easy cleaning and drying. Thanks to this soft and hygienic design, it allows safe use for all skin types.",,,,,,,,,,
11075,Fine Smart Toilet Paper -10Pc+2Pack,99.95  LE,132.95 LE,24.8%,Fine,Fine,in stock,"The Fine Smart Choice Paper Toilet is a suitable sanitary solution for daily use. It is made up of high-quality virgin paper that is exceptionally soft and absorbent. This toilet paper is gentle and non-irritating on the skin, making it very safe for use. Thanks to its high strength paper, this toilet paper does not tear easily during use, making it an ideal choice, quality, and texture-wise.",,,,,,,,,,
11145,Me & Metro Deluxe Kitchen Roll - 2 Pcs,22.99  LE,29.5 LE,22.1%,Metro Private,Metro Private,in stock,Keep your kitchen clean and hygienic with the Me and Metro Deluxe Kitchen Roll. It is made of 100% natural paper that quickly absorbs the water. These high-absorbent kitchen rolls help to clean the spills and everything else in the kitchen promptly. The versatile soft-touch rolls can also be used as a table napkin.,,,,,,,,,,
11521,Kirox Odls Flying Insect Killer - 400ml,63.95  LE,77.95 LE,18%,Kirox,Kirox,in stock,"Ensure that your house is free of insects with the Kirox Flying Insect Killer. With a formula that instantly kills insects, the spray helps to keep your houses safe. The insect killer is formulated to kill insects in a single spray while its easy to spray mechanism makes it convenient to use the formula.",,,,,,,,,,
11608,Frida Air Freshener Spray Peach 460Ml,62.75  LE,74.95 LE,16.3%,Frida,Frida,in stock,Eliminate the bad odor and bacteria from the room with the Frida Aqua Sensation Peach Air Freshener. It fills your space with a refreshing aroma and creates an ideal ambiance. The invigorating aroma keeps your mind energized and delights your olfactory senses.,,,,,,,,,,
11609,Frida Aqua Sens Oud Air Freshener -460Ml,62.75  LE,74.95 LE,16.3%,Frida,Frida,in stock,Eliminate the bad odor and bacteria from the room with the Frida Aqua Sensation Oud Air Freshener. It fills your space with a refreshing aroma and creates an ideal ambiance. The invigorating aroma keeps your mind energized and delights your olfactory senses.,,,,,,,,,,
11610,Frida Air Fresheners jasmine -460Ml,62.75  LE,74.95 LE,16.3%,Frida,Frida,in stock,Frida Air Fresheners jasmine -460Ml,,,,,,,,,,
11611,Frida Air Fresheners meadows -460Ml,62.75  LE,74.95 LE,16.3%,Frida,Frida,in stock,Frida Air Fresheners meadows -460Ml,,,,,,,,,,
11612,Frida Air Fresheners Chill Out -460Ml,62.75  LE,74.95 LE,16.3%,Frida,Frida,in stock,Frida Air Fresheners Chill Out -460Ml,,,,,,,,,,
11613,Frida Air Freshener Framboise Scent460Ml,62.75  LE,74.95 LE,16.3%,Frida,Frida,in stock,Frida Air Freshener Framboise Scent460Ml,,,,,,,,,,
11699,Pril Liquid Detergent -2.5L+General S.O,109.95  LE,124.95 LE,12%,pril,pril,in stock,Pril Liquid Detergent -2.5L+General S.O,,,,,,,,,,
11702,Frida Home Cleaner Oud - 480Ml,41.95  LE,49.95 LE,16%,Frida,Frida,in stock,Keep your space odor- and bacteria-free with the Frida Oud Home Cleaner. It&#039,,,https://www.metro-markets.com/product/Frida-Home-Cleaner-Oud---480Ml/11702,,,,,,,
11703,Frida Home Cleaner Lemoncello - 480Ml,41.95  LE,49.95 LE,16%,Frida,Frida,in stock,Keep your space odor- and bacteria-free with the Frida Lemoncello Home Cleaner. It&#039,,,https://www.metro-markets.com/product/Frida-Home-Cleaner-Lemoncello---480Ml/11703,,,,,,,
11704,Frida Home Fragrance Fruit Punch -480Ml,41.95  LE,49.95 LE,16%,Frida,Frida,in stock,Frida Home Fragrance Fruit Punch -480Ml,,,,,,,,,,
11705,Frida Home Fragrance Beach Dream -480Ml,41.95  LE,49.95 LE,16%,Frida,Frida,in stock,Frida Home Fragrance Beach Dream -480Ml,,,,,,,,,,
11706,Frida Home Fragrance Dark Forest -480Ml,41.95  LE,49.95 LE,16%,Frida,Frida,in stock,Frida Home Fragrance Dark Forest -480Ml,,,,,,,,,,
11757,Frida Arabesque Air Fresheners - 460Ml,62.75  LE,74.95 LE,16.3%,Frida,Frida,in stock,Eliminate the bad odor and bacteria from the room with the Frida Arabesque Air Freshener. It fills your space with a refreshing aroma and creates an ideal ambiance. The invigorating aroma keeps your mind energized and delights your olfactory senses.,,,,,,,,,,
11759,Frida Clean Home Cleaner - 480Ml,41.95  LE,49.95 LE,16%,Frida,Frida,in stock,Keep your space odor- and bacteria-free with the Frida Clean Home Cleaner. It&#039,,,https://www.metro-markets.com/product/Frida-Clean-Home-Cleaner---480Ml/11759,,,,,,,
11784,Dettol Bath and Kitchen Cleaner+40%-500m,439.95  LE,525.5 LE,16.3%,Dettol,Dettol,in stock,Dettol Bath and Kitchen Cleaner+40%-500m,,,,,,,,,,
12156,Dettol Disinfectant 950M*2Pc 40% Offer,719.95  LE,863.95 LE,16.7%,Dettol,Dettol,in stock,Dettol Disinfectant 950M*2Pc 40% Offer,,,,,,,,,,
12298,Oxi Low Suds Oriental Breeze 4K+2K S.O,319.95  LE,374.95 LE,14.7%,Oxi LS,Oxi LS,in stock,Oxi Low Suds Oriental Breeze 4K+2K S.O,,,,,,,,,,
12299,Oxi Low Suds Powder Spring 4K+2K S.O,319.95  LE,374.95 LE,14.7%,Oxi LS,Oxi LS,in stock,Oxi Low Suds Powder Spring 4K+2K S.O,,,,,,,,,,
12326,Persil Automatic Laundry Color 800g,66.95  LE,84.95 LE,21.2%,Persil LS,Persil LS,in stock,Persil Automatic Laundry Color 800g,,,,,,,,,,
12335,Persil Automatic Laundry Color 2.5Kg,159.95  LE,194.95 LE,18%,Persil LS,Persil LS,in stock,Persil Automatic Laundry Color 2.5Kg,,,,,,,,,,
12377,Persil Gel Power Washing- 2.6L,174.95  LE,199.95 LE,12.5%,Persil Gel,Persil Gel,in stock,"Give your clothes a spotless cleaning with the Persil Power Washing Gel. This powerful gel penetrates deep into the fabric to provide effective cleaning by removing tough stains and dirt without leaving any residue any behind. It protects the clothes from damages and color fading. Not only that, but the gel also leaves the clothes with a refreshing scent.",,,,,,,,,,
12378,Persil Gel Power Washing Lavender -2.6L,174.95  LE,199.95 LE,12.5%,Persil Gel,Persil Gel,in stock,"Give your clothes a spotless cleaning with the Persil Power Lavender Washing Gel. This powerful gel penetrates deep into the fabric to provide effective cleaning by removing tough stains and dirt without leaving any residue any behind. It protects the clothes from damages and color fading. Not only that, but the gel also leaves the clothes with a refreshing scent.",,,,,,,,,,
12407,Oxi Brite 2*1 Lavender 4+2Kg S.O,319.95  LE,374.95 LE,14.7%,Oxi LS,Oxi LS,in stock,"The Oxi Brite 2 in 1 Lavender Detergent Powder keeps your clothes clean and fresh after each wash. This unit is uniquely formulated to cleanse the fabric from deep within without distorting the thread weave. This detergent gently removes all the stains and dirt, keeping the material soft. The light scent of this Oxi Brite detergent keeps your clothes fresh and fragrant after every wash. ",,,,,,,,,,
12588,Al-Fath Gabg Bag Roll 70 x 90cm - 50Pc,149.95  LE,209.95 LE,28.6%,Al-Fath,Al-Fath,in stock,The Al-Fath Plastic Garbage Roll is an excellent addition to your personal care accessories. It is highly absorbent to provide ease at cleaning wet surfaces. The roll is composed of eco-friendly materials that make it safe to get rid of. ,,,,,,,,,,
12646,El-Hosan 80 x 110cm Garb. Bags - 30Pc,69.95  LE,119.95 LE,41.7%,El-Hosan,El-Hosan,in stock,The El-Hosan Garbage Bags helps effortlessly contain huge piles of trash for maintaining a clean surrounding. These bags are crafted from premium quality material to ensure that they remain sturdy and don’t tear while holding the trash. They hold huge bulky discards in a mess-free manner without causing spills. ,,,,,,,,,,
12650,El-Hosan Ref Bag Roll 25 x 40cm - 120Pc,59.95  LE,105.95 LE,43.4%,El-Hosan,El-Hosan,in stock,The El-Hosan Refrigerator Bag Roll provides a clean containment for preserving your fresh veggies. This roll is crafted from premium quality material that ensures that it remains sturdy and resilient. It is spacious enough to hold enough veggies.,,,,,,,,,,
15834,Pantene Pro-V Shampoo Milky Repair -400M,163.95  LE,204.95 LE,20%,Pantene,Pantene,in stock,"Achieve better styles, without the damages with the Pantene Pro-V Milky Damage Repair Shampoo. Its unique formula makes your hair stronger, longer, silkier, and also protects from damages. This shampoo deeply nourishes and smoothens the hair from root to tip, making it more manageable. Moreover, it leaves your hair with a refreshing fragrance that delights your olfactory senses.",,,,,,,,,,
15835,Pantene Smooth & Silky Hair Shampoo 400M,163.95  LE,204.95 LE,20%,Pantene,Pantene,in stock,"Experience stunning shine with the Pantene Pro-V Smooth and Silky Shampoo. Its unique formula makes your hair stronger, longer, silkier, and also protects from damages. This shampoo deeply nourishes and smoothens the hair from root to tip, making it more manageable. Moreover, it leaves your hair with a refreshing fragrance that delights your olfactory senses.",,,,,,,,,,
15836,Pantene Pro-V Daily Care Shampoo - 400Ml,163.95  LE,204.95 LE,20%,Pantene,Pantene,in stock,"Be beautiful and stunning with the Pantene Pro-V Daily Care Shampoo. Its unique formula makes your hair stronger, longer, silkier, and also protects from damages. This shampoo deeply nourishes and smoothens the hair from root to tip, making it more manageable. Moreover, it leaves your hair with a refreshing fragrance that delights your olfactory senses.",,,,,,,,,,
15837,Pantene Pro-V Anti-Hair Shampoo-400Ml,163.95  LE,204.95 LE,20%,Pantene,Pantene,in stock,"Add some shine and volume to your hair with the Pantene Pro-V Anti Hair Fall Shampoo. Its unique formula makes your hair stronger, longer, silkier, and also protects from damages. This shampoo deeply nourishes and smoothens the hair from root to tip, making it more manageable. Moreover, it leaves your hair with a refreshing fragrance that delights your olfactory senses.",,,,,,,,,,
16042,Clear Shampoo For Hair Loss Men-360Ml,109.95  LE,127.95 LE,14.1%,Clear,Clear,in stock,Clear Shampoo For Hair Loss Men-360Ml,,,,,,,,,,
16043,Clear Women Shampoo Soft Shiny -360Ml,109.95  LE,127.95 LE,14.1%,Clear,Clear,in stock,Clear Women Shampoo Soft Shiny -360Ml,,,,,,,,,,
16045,Clear Shampoo Deep Clean Men-360Ml,109.95  LE,127.95 LE,14.1%,Clear,Clear,in stock,Clear Shampoo Deep Clean Men-360Ml,,,,,,,,,,
16159,Sunsilk Shampoo Stunning Black Shine600M,109.95  LE,124.95 LE,12%,SUNSILK,SUNSILK,in stock,"Get a healthy-looking hair with the Sunsilk Stunning Black Shine Shampoo. The powerful formula effectively cleanses unwanted dandruff, sebum, and environmental dust. It nourishes scalp and root to strengthen your hair. Also, it leaves your hair with a natural shine and refreshing aroma.",,,,,,,,,,
16160,Sunsilk Shampoo Shine&Strength - 600Ml,109.95  LE,124.95 LE,12%,SUNSILK,SUNSILK,in stock,"Get a healthy-looking hair with the Sunsilk Shine &amp; Strength Shampoo. The powerful formula effectively cleanses unwanted dandruff, sebum, and environmental dust. It nourishes scalp and root to strengthen your hair. Also, it leaves your hair with a natural shine and refreshing aroma. ",,,,,,,,,,
16161,Sunsilk Soft & Smooth Shampoo - 600Ml,109.95  LE,124.95 LE,12%,SUNSILK,SUNSILK,in stock,"Get a healthy-looking hair with the Sunsilk Soft &amp; Smooth Shampoo. The powerful formula effectively cleanses unwanted dandruff, sebum, and environmental dust. It nourishes scalp and root to strengthen your hair. Also, it leaves your hair with a natural shine and refreshing aroma.",,,,,,,,,,
16162,Sunsilk Shampoo For Damaged Hair600M S.O,109.95  LE,124.95 LE,12%,SUNSILK,SUNSILK,in stock,Sunsilk Shampoo For Damaged Hair600M S.O,,,,,,,,,,
16203,Palmers Hair Food Formula Cream - 150g,129.95  LE,156.95 LE,17.2%,Palmers,Palmers,in stock,"Breathe life into your hair by treating it with the Palmer&#039;s Hair Food Formula Cream to alleviate dullness and restore the original luster. The formula is infused with vitamins A, D, and E along with enriching protein ingredients known for their nourishing properties. It strengthens the roots and promotes hair growth.",,,,,,,,,,
16624,Oral-B Toothbrush Classic-1P2+1,99.95  LE,129.95 LE,23.1%,Oral-B,Oral-B,in stock,Oral-B Toothbrush Classic-1P2+1,,,,,,,,,,
16692,Oral-B Toothbrush Black-1P- 2+1,169.95  LE,199.95 LE,15%,Oral-B,Oral-B,in stock,"Provide your teeth protection with the Oral-B Ultrathin Sensitive Extra Soft Black Toothbrush. It cleans your teeth and eliminates tartar and plaque to prevent cavities. Featuring an ergonomic handle, it offers a perfect grip. It is composed from superior-quality materials for enhanced durability.",,,,,,,,,,
16866,Axe Spray Men Fresh Black -150Ml Offer,136.95  LE,149.95 LE,8.7%,Axe,Axe,in stock,Axe Spray Men Fresh Black -150Ml Offer,,,,,,,,,,
16880,Axe Spray Men Black Night -150Ml Offer,136.95  LE,149.95 LE,8.7%,Axe,Axe,in stock,Axe Spray Men Black Night -150Ml Offer,,,,,,,,,,
17001,Axe Gold Spray Men Temptation -150Ml,136.95  LE,149.95 LE,8.7%,Axe,Axe,in stock,Axe Gold Spray Men Temptation -150Ml,,,,,,,,,,
19022,Pampers Premium Care Size (5)- 50 Pc,399.95  LE,459.95 LE,13%,Pampers Prem,Pampers Prem,in stock,Pampers Premium Care Size (5)- 50 Pc,,,,,,,,,,
19026,Pampers Premium Care Size3 - 62Pc,399.95  LE,459.95 LE,13%,Pampers Prem,Pampers Prem,in stock,Pampers Premium Care Size3 - 62Pc,,,,,,,,,,
19027,Pampers Premium Care Size 4 - 58 Pc,399.95  LE,459.95 LE,13%,Pampers Prem,Pampers Prem,in stock,Pampers Premium Care Size 4 - 58 Pc,,,,,,,,,,
19092,Nivea Soft Moisturizing Cream - 200Ml,84.95  LE,132.95 LE,36.1%,Nivea,Nivea,in stock,Nivea Soft Moisturizing Cream - 200Ml,,,,,,,,,,
19337,Nivea Cocoa Butter Body Cream - 200ml,84.95  LE,132.95 LE,36.1%,Nivea,Nivea,in stock,Nivea Cocoa Butter Body Cream - 200ml,,,,,,,,,,
19351,Nivea Nt Farns Face & Body Cream - 200ml,84.95  LE,132.95 LE,36.1%,Nivea,Nivea,in stock,Nivea Nt Farns Face &amp,,,https://www.metro-markets.com/product/Nivea-Nt-Farns-Face-&-Body-Cream---200ml/19351,,,,,,,
19518,Rivoli Shower Gel Damask & violet 1L,69.95  LE,101.95 LE,31.4%,Rivoli,Rivoli,in stock,Rivoli Shower Gel Damask &amp,,,https://www.metro-markets.com/product/Rivoli-Shower-Gel-Damask-&-violet-1L/19518,,,,,,,
19520,Rivoli Shower Gel Elegance Black -1L,69.95  LE,101.95 LE,31.4%,Rivoli,Rivoli,in stock,Rivoli Shower Gel Elegance Black -1L,,,,,,,,,,
19521,Rivoli Shower Gel Vanilla-Tube Purple 1L,69.95  LE,101.95 LE,31.4%,Rivoli,Rivoli,in stock,Rivoli Shower Gel Vanilla-Tube Purple 1L,,,,,,,,,,
19688,Nivea Men Sensitive Shaving Foam - 200Ml,169.95  LE,269.95 LE,37%,Nivea,Nivea,in stock,Nivea Men Sensitive Shaving Foam - 200Ml,,,,,,,,,,
19693,Nivea Shaving Foam 200ml,169.95  LE,269.95 LE,37%,Nivea,Nivea,in stock,Nivea Shaving Foam 200ml,,,,,,,,,,
19696,Nivea Men Fresh&Cool Shaving Gel - 200Ml,189.95  LE,309.95 LE,38.7%,Nivea,Nivea,in stock,Nivea Men Fresh&amp,,,https://www.metro-markets.com/product/Nivea-Men-Fresh&Cool-Shaving-Gel---200Ml/19696,,,,,,,
19702,Nivea Men Fresh & Cool Shaving Foam 200M,169.95  LE,269.95 LE,37%,Nivea,Nivea,in stock,Nivea Men Fresh &amp,,,https://www.metro-markets.com/product/Nivea-Men-Fresh-&-Cool-Shaving-Foam-200M/19702,,,,,,,
19733,Nivea Men Sensitive Shaving Gel - 200ml,189.95  LE,309.95 LE,38.7%,Nivea,Nivea,in stock,Nivea Men Sensitive Shaving Gel - 200ml,,,,,,,,,,
19741,Nivea Men Pr. & Care Shaving Gel - 200ml,189.95  LE,309.95 LE,38.7%,Nivea,Nivea,in stock,Nivea Men Pr. &amp,,,https://www.metro-markets.com/product/Nivea-Men-Pr.-&-Care-Shaving-Gel---200ml/19741,,,,,,,
19776,Nivea Men Deep Shaving Gel - 200Ml,189.95  LE,309.95 LE,38.7%,Nivea,Nivea,in stock,Nivea Men Deep Shaving Gel - 200Ml,,,,,,,,,,
19777,Nivea Men Deep Shaving Foam - 200Ml,169.95  LE,269.95 LE,37%,Nivea,Nivea,in stock,Nivea Men Deep Shaving Foam - 200Ml,,,,,,,,,,
21265,Snickers Chocolate 40g*5Pc,154.99  LE,174.99 LE,11.4%,SNICKERS,SNICKERS,in stock,Snickers Chocolate 40g*5Pc,,,,,,,,,,
21437,Schweppes Tangerine Can 300Ml,15.75  LE,16.99 LE,7.3%,Schweppes,Schweppes,in stock,Schweppes Tangerine Can 300Ml,,,,,,,,,,
21447,Coca Cola Can - 320Ml,15.5  LE,16.99 LE,8.8%,Coca Cola,Coca Cola,in stock,Coca Cola Can - 320Ml,,,,,,,,,,
